ValidAphiaID,valid_name,valid_authority,kingdom,phylum,CLASS,order,family,genus,rank,FRS_Common Name,LmaxFB,Lmin,LWRa,LWRb,LWRSource
398363,Sigmops bathyphilus,"(Vaillant, 1884)",Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Species,Spark anglemouth,20,1.95,0.00363,3.07,FB_Baysian_(Sub)family-body shape
127159,Solea senegalensis,"Kaup, 1858",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Solea,Species,Senegalese sole,60,1.34,0.0078,3.07,FishBase
127160,Solea solea,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,Solea,Species,Dover sole,70,1.1,0.0062,3.13,FishBase
125581,Soleidae,"Bonaparte, 1833",Animalia,Chordata,Actinopteri,Pleuronectiformes,Soleidae,0,Family,NA,70,0,0.008249801,3.097641667,Mean_Species
105919,Somniosus microcephalus,"(Bloch & Schneider, 1801)",Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Species,Greenland shark,730,37.5,0.0065,3.24,FishBase
105920,Somniosus rostratus,"(Risso, 1827)",Animalia,Chordata,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Species,Little sleeper shark,143,24.5,0.00479,3.13,FB_Baysian_(Sub)family-body shape
125564,Sparidae,"Rafinesque, 1818",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,0,Family,NA,106,0,0.014341981,3.036478261,Mean_Species
151523,Sparus aurata,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Sparus,Species,Gilthead seabream,70,2.07,0.0151,2.99,FishBase
127417,Sphoeroides pachygaster,"(Müller & Troschel, 1848)",Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,Species,Blunthead puffer,40.5,2.09,0.0316,2.87,FishBase
127068,Sphyraena sphyraena,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sphyraenidae,Sphyraena,Species,European barracuda,165,2.07,0.0151,2.84,FishBase
126828,Spicara maena,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Centracanthidae,Spicara,Species,Blotched picarel,25,1.71,0.0083,3.13,FishBase
126830,Spicara smaris,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Centracanthidae,Spicara,Species,Picarel,20,1.73,0.01,2.98,FishBase
126508,Spinachia spinachia,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gasterosteiformes,Gasterosteidae,Spinachia,Species,Fifteen spined stickleback,22,2.5,0.0021,3,FishBase
127066,Spondyliosoma cantharus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sparidae,Spondyliosoma,Species,Black sea bream,60,1.97,0.0138,3.03,FishBase
125722,Spratelloides,"Bleeker, 1851 ",Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Spratelloides,Genus,na,10.5,0,0.00513,3.14,Mean_Species
272278,Spratelloides lewisi,"Wongratana, 1983",Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Spratelloides,Species,INCORRECT DISTRIBUTION,60,0,0.00513,3.14,FB_Baysian_Spp&(Sub)family-body shape
126425,Sprattus sprattus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Clupeiformes,Clupeidae,Sprattus,Species,Sprat,16,3.6,0.0055,3.06,FishBase
105716,Squalidae,"de Blainville, 1816",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,0,Family,NA,160,0,0.003436936,3.07,Mean_Species
105923,Squalus acanthias,"Linnaeus, 1758",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,Spurdog,160,24,0.003,3.07,FishBase
105924,Squalus blainville,"(Risso, 1827)",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,Longnose spurdog,100,23,0.0034,3.05,FishBase
105925,Squalus megalops,"(MacLeay, 1881)",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,Shortnose spurdog,89,23,0.0072,2.93,FishBase
299235,Squalus uyato,"Rafinesque, 1810",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Species,Little gulper shark,110,42.5,0.0019,3.23,FishBase
125566,Stichaeidae,"Gill, 1864",Animalia,Chordata,Actinopteri,Perciformes,Stichaeidae,0,Family,NA,50,0,0.018719803,2.226666667,Mean_Species
126220,Stomias,"Cuvier, 1816",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Genus,NA,30,0,0.00229,3.16,Mean_Species
234601,Stomias boa boa,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Species,Boa dragonfish,32.2,2.12,0.00229,3.16,FB_Baysian_(Sub)family-body shape
158737,Stomias boa ferox,"Reinhardt, 1842",Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Stomias,Subspecies,Boa dragonfish,30,2.09,0.00229,3.16,FB_Baysian_(Sub)family-body shape
127076,Stromateus fiatola,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Stromateidae,Stromateus,Species,Blue butterfish,50,1.93,0.0166,3.05,FB_Baysian_(Sub)family-body shape
126630,Symbolophorus veranyi,"(Moreau, 1888)",Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Symbolophorus,Species,Large-scale lantern fish,12,1.56,0.0156,2.912,FishBase
126023,Symphodus,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Perciformes,Labridae,Symphodus,Genus,NA,28,0,0.01096596,3.11,Mean_Species
273566,Symphodus bailloni,"(Valenciennes, 1839)",Animalia,Chordata,Actinopteri,Perciformes,Labridae,Symphodus,Species,Baillon's wrasse,20,0.83,0.0123,3.11,FishBase
273571,Symphodus melops,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Labridae,Symphodus,Species,Corkwing wrasse,28,0.7,0.0071,3.18,FishBase
273573,Symphodus roissali,"(Risso, 1810)",Animalia,Chordata,Actinopteri,Perciformes,Labridae,Symphodus,Species,Five-spotted wrasse,17,0.82,0.0151,3.04,FishBase
127134,Symphurus nigrescens,"Rafinesque, 1810",Animalia,Chordata,Actinopteri,Pleuronectiformes,Cynoglossidae,Symphurus,Species,Tonguesole,12,1.39,0.0048,3.21,FishBase
126328,Synaphobranchus kaupii,"Johnson, 1862",Animalia,Chordata,Actinopteri,Anguilliformes,Synaphobranchidae,Synaphobranchus,Species,Kaup's arrowtooth eel,100,7.47,0.0003,3.36,FishBase
126798,Synchiropus phaeton,"(Günther, 1861)",Animalia,Chordata,Actinopteri,Perciformes,Callionymidae,Synchiropus,Species,Phaeton dragonet,18,1.14,0.01309,2.527,FishBase
125606,Syngnathidae,"Bonaparte, 1831",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,0,Family,NA,50,0,0.000440324,2.9789875,Mean_Species
126227,Syngnathus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Genus,NA,50,0,0.000181712,3.28,Mean_Species
127387,Syngnathus acus,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Species,Great pipefish,50,3.4,0.0003,3.19,FishBase
127389,Syngnathus rostellatus,"Nilsson, 1855",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Species,Nilsson's pipefish,17,1.6,0.0001,3.53,IMARES
127393,Syngnathus typhle,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,Species,Broad-nosed pipefish,35,2.8,0.0002,3.12,FishBase
127204,Taurulus bubalis,"(Euphrasen, 1786)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Taurulus,Species,Sea scorpion,17.5,1.2,0.01,3.11,MS-S
321911,Tetronarce nobiliana,"(Bonaparte, 1835)",Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Species,Electric ray,180,22.75,0.0672,2.926,FishBase
126937,Thorogobius ephippiatus,"(Lowe, 1839)",Animalia,Chordata,Actinopteri,Perciformes,Gobiidae,Thorogobius,Species,Leopard-spotted-goby,13,1.89,0.00589,3.12,FB_Baysian_(Sub)family-body shape
127029,Thunnus thynnus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Scombridae,Thunnus,Species,Bluefin tuna,458,3.04,0.0129,2.92,FishBase
271684,Torpedo marmorata,"Risso, 1810",Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Species,Marbled electric ray,100,12,0.0275,2.9,FishBase
157868,Torpedo nobiliana,"Bonaparte, 1835",Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Species,Electric Ray,180,0,0.0672,2.926,FishBase
271691,Torpedo torpedo,"(Linnaeus, 1758)",Animalia,Chordata,Elasmobranchii,Torpediniformes,Torpedinidae,Torpedo,Species,Eyed electric ray,60,9,0.0302,2.81,FishBase
127082,Trachinus draco,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Trachinidae,Trachinus,Species,Greater weever,53,1.6,0.0059,3.08,FishBase
126527,Trachipterus arcticus,"(Brünnich, 1788)",Animalia,Chordata,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,Species,Dealfish,300,3.78,0.00183,3,FishBase
126528,Trachipterus trachypterus,"(Gmelin, 1789)",Animalia,Chordata,Actinopteri,Lampriformes,Trachipteridae,Trachipterus,Species,Mediterranean dealfish,300,3.38,0.00102,3.06,FB_Baysian_Body shape
126820,Trachurus mediterraneus,"(Steindachner, 1868)",Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Trachurus,Species,Mediterranean horse mackerel,60,1.07,0.0105,2.97,FishBase
126821,Trachurus picturatus,"(Bowdich, 1825)",Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Trachurus,Species,Blue jack mackerel,60,1.16,0.01,3.11,FishBase
126822,Trachurus trachurus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Carangidae,Trachurus,Species,Horse mackerel,70,1.1,0.0087,2.99,FishBase
126481,Trachyrincus murrayi,"Günther, 1887",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachyrincus,Species,Murray's rat tail,37,2.19,0.00102,3.06,FB_Baysian_Body shape
126482,Trachyrincus scabrus,"(Rafinesque, 1810)",Animalia,Chordata,Actinopteri,Gadiformes,Macrouridae,Trachyrincus,Species,Roughsnout grenadier,60,2.26,0.00129,3.232,FishBase
293753,Trachyscorpia cristulata cristulata,"(Goode & Bean, 1896)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Sebastidae,Trachyscorpia,Subspecies,Atlantic thornyhead,50,1.79,0.00912,3.1,FB_Baysian_(Sub)family-body shape
293754,Trachyscorpia cristulata echinata,"(Köhler, 1896)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Sebastidae,Trachyscorpia,Subspecies,Spiny scorpionfish,50,1.79,0.00912,3.1,FB_Baysian_(Sub)family-body shape
126180,Trigla,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Trigla,Genus,NA,60,2.14,0.011,2.94,Mean_Species
127266,Trigla lyra,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Trigla,Species,Piper gurnard,60,2.14,0.011,2.94,FishBase
125598,Triglidae,"Rafinesque, 1815",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,0,Family,NA,75,0,0.007852628,3.065725,Mean_Species
154461,Trigloporus,"Smith, 1934",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Trigloporus,Genus,NA,40,0,0.0049,3.04,Mean_Species
154462,Trigloporus lastoviza,"(Bonnaterre, 1788)",Animalia,Chordata,Actinopteri,Scorpaeniformes,Triglidae,Trigloporus,Species,Streaked gurnard,40,2.5,0.0049,3.04,FishBase
126154,Triglops,"Reinhardt, 1830",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Triglops,Genus,NA,20,0,0.02,2.74,Mean_Species
127205,Triglops murrayi,"Günther, 1888",Animalia,Chordata,Actinopteri,Scorpaeniformes,Cottidae,Triglops,Species,Moustache sculpin,20,1.45,0.02,2.74,MS-S
126444,Trisopterus esmarkii,"(Nilsson, 1855)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Species,Norway pout,35,2.2,0.0044,3.21,MS-S
126445,Trisopterus luscus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Species,Bib,46,1.2,0.0079,3.15,FishBase
126446,Trisopterus minutus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Species,Poor cod,40,2.3,0.0072,3.13,FishBase
127011,Umbrina canariensis,"Valenciennes, 1843",Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Umbrina,Species,Canary drum,80,2.08,0.0086,3.123,FishBase
127012,Umbrina cirrosa,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Umbrina,Species,Shi drum,73,2.24,0.0117,3.02,FishBase
127013,Umbrina ronchus,"Valenciennes, 1843",Animalia,Chordata,Actinopteri,Perciformes,Sciaenidae,Umbrina,Species,Fusca drum,100,2.2,0.00891,3.09,FB_Baysian_Genus-body shape
127093,Uranoscopus scaber,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Uranoscopidae,Uranoscopus,Species,Stargazer,40,1.92,0.0126,3.08,FishBase
126503,Urophycis chuss,"(Walbaum, 1792)",Animalia,Chordata,Actinopteri,Gadiformes,Phycidae,Urophycis,Species,red hake/squirrel hake Questionable DISTRIBUTION,66,0,0.01245,3,FishBase
127304,Vinciguerria poweriae,"(Cocco, 1838)",Animalia,Chordata,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,Species,Power's deep-water bristle-mouth,4.3,1.51,0.00933,3.09,FB_Baysian_(Sub)family-body shape
126714,Xenodermichthys copei,"(Gill, 1884)",Animalia,Chordata,Actinopteri,Osmeriformes,Alepocephalidae,Xenodermichthys,Species,Bluntsnout smooth-head,31,4.97,0.0066,3,FishBase
159432,Xenolepidichthys dalgleishi,"Gilchrist, 1922",Animalia,Chordata,Actinopteri,Zeiformes,Grammicolepididae,Xenolepidichthys,Species,Spotted tinselfish,15,1.31,0.02451,2.891,FishBase
127094,Xiphias gladius,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Perciformes,Xiphiidae,Xiphias,Species,Swordfish,455,2.72,0.0023,3.17,FishBase
125617,Zeidae,"Rafinesque, 1815",Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,0,Family,NA,90,0,0.007948585,3.145,Mean_Species
127421,Zenion hololepis,"(Goode & Bean, 1896)",Animalia,Chordata,Actinopteri,Zeiformes,Zeniontidae,Zenion,Species,Zeniontid Fish,12,1.26,0.01122,3.04,FB_Baysian_Body shape
127426,Zenopsis conchifer,"(Lowe, 1852)",Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zenopsis,Species,Silvery John dory,80,1.73,0.0027,3.4,FishBase
126125,Zeugopterus,"Gottsche, 1835",Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Genus,NA,25,0,0.01339067,3.1756,mean_Species
126125,Zeugopterus norvegicus,"Gottsche, 1835",Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Genus,NA,25,0,0.01339067,3.1756,from Zeugopterus spp
127151,Zeugopterus punctatus,"(Bloch, 1787)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Species,Topknot,25,1.4,0.0139,3.146,FishBase
236488,Zeugopterus regius,"(Bonnaterre, 1788)",Animalia,Chordata,Actinopteri,Pleuronectiformes,Scophthalmidae,Zeugopterus,Species,Eckstrom's topknot,20,1.2,0.0129,3.2052,English
127427,Zeus faber,"Linnaeus, 1758",Animalia,Chordata,Actinopteri,Zeiformes,Zeidae,Zeus,Species,John dory,90,1.9,0.0234,2.89,FishBase
127123,Zoarces viviparus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopteri,Perciformes,Zoarcidae,Zoarces,Species,Viviparous blenny,52,1.9,0.0044,3.03,FishBase
125575,Zoarcidae,"Swainson, 1839",Animalia,Chordata,Actinopteri,Perciformes,Zoarcidae,0,Family,NA,52,0,0.002182859,3.1175,Mean_Species
